Codice,Ragione sociale,Partita IVA,Codice Fiscale,Indirizzo,address,buildingNumber,address + buildingNumber,CAP,Città,Prov.,Ragione sociale estesa,Telefono 1,E-mail,Pec,Telefono 2,Fax,Cell.,Alias,Macroarea,Descrizione macroarea,Area,Descrizione area,Zona,Descrizione zona,Macrocategoria,Descrizione macrocategoria,Categoria,Descrizione categoria,Sottocategoria,Descrizione sottocategoria,Raggruppamento 1,Descrizione raggruppamento 1,Raggruppamento 2,Descrizione raggruppamento 2,Raggruppamento 3,Descrizione raggruppamento 3,Stato est.,Descrizione Stato,Agente,Cond. Pagamento,Agente ID,Attivo,Anag. valida,Data validità,Anag. sost.,Ragione sociale sostitutiva,Data dismiss.,Codice AU,Cod. intermedio,Descr. intermedio,Tipo Nazione,Stato
564,CASSA RAIFFEISEN BASSA VENOSTA SOCIETA' COOPERATIVA (IN LING,00159550219,00159550219,"Via Principale, 12",Via Principale,12,Via Principale 12,39025,Naturno,BZ,,,rk.untervinschgau@raiffeisen.it,,,,,,,,,,,,,,,,,,,,,,,,86,ITALIA,,301,,Si,Si,,,,,,,,Intracomunitario,
565,CASSA RAIFFEISEN DI NOVA PONENTE-ALDINO SOCIETA' COOPERATIVA,00163220213,00163220213,"Via Principale, 4",Via Principale,4,Via Principale 4,39050,Nova Ponente,BZ,,,rk.deutschnofen-aldein@raiffeisen.it,,,,,,,,,,,,,,,,,,,,,,,,86,ITALIA,,301,,Si,Si,,,,,,,,Intracomunitario,
566,CASSA RURALE VAL DI SOLE - BANCA DI CREDITO COOPERATIVO - SO,02529020220,01258070224,"Via IV Novembre, 13",Via IV Novembre,13,Via IV Novembre 13,38027,Malè,TN,,,diego.podetti@cr-valdisole.it,,,,,,,,,,,,,,,,,,,,,,,,86,ITALIA,,301,,Si,Si,,,,,,,,Intracomunitario,
567,CASSA RAIFFEISEN DI PARCINES SOCIETA' COOPERATIVA (IN LINGUA,00169290210,00169290210,"Via Spauregg, 12",Via Spauregg,12,Via Spauregg 12,39020,Parcines,BZ,,,rk.partschins@raiffeisen.it,,,,,,,,,,,,,,,,,,,,,,,,86,ITALIA,,301,,Si,Si,,,,,,,,Intracomunitario,
568,CASSA RURALE ALTA VALSUGANA - BANCA DI CREDITO COOPERATIVO -,02529020220,00109850222,"Piazza Gavazzi, 5",Piazza Gavazzi,5,Piazza Gavazzi 5,38057,Pergine Valsugana,TN,,,incassiepagamenti@cr-altavalsugana.net,,,,,,,,,,,,,,,,,,,,,,,,86,ITALIA,,301,,Si,Si,,,,,,,,Intracomunitario,
569,CASSA RAIFFEISEN WIPPTAL SOCIETA' COOPERATIVA (IN LINGUA TED,00165630211,00165630211,"Città Nuova, 9",Città Nuova,9,Città Nuova 9,39049,Vipiteno,BZ,,,rkwipptal.servicecenter@raiffeisen.it,,,,,,,,,,,,,,,,,,,,,,,,86,ITALIA,,301,,Si,Si,,,,,,,,Intracomunitario,
570,CASSA RAIFFEISEN PRATO-TUBRE SOCIETA' COOPERATIVA (IN LINGUA,00161920210,00161920210,"Via Croce, 8",Via Croce,8,Via Croce 8,39026,Prato allo Stelvio,BZ,,,rk.prad-taufers@raiffeisen.it,,,,,,,,,,,,,,,,,,,,,,,,86,ITALIA,,301,,Si,Si,,,,,,,,Intracomunitario,
571,CASSA RURALE  VAL DI FIEMME - BANCA DI CREDITO COOPERATIVO -,02529020220,00104040225,"Piazza Cesare Battisti, 12",Piazza Cesare Battisti,12,Piazza Cesare Battisti 12,38037,Predazzo,TN,,,diego.delvai@crvaldifiemme.it,,,,,,,,,,,,,,,,,,,,,,,,86,ITALIA,,301,,Si,Si,,,,,,,,Intracomunitario,
572,CASSA RURALE RENON SOCIETA' COOPERATIVA (IN LINGUA TEDESCA R,02529020220,00182850214,"Via del Paese, 7",Via del Paese,7,Via del Paese 7,39054,Renon,BZ,,,edv@raikaritten.it,,,,,,,,,,,,,,,,,,,,,,,,86,ITALIA,,301,,Si,Si,,,,,,,,Intracomunitario,
573,BANCA DI CREDITO COOPERATIVO DELLA VALLE DEL TRIGNO - SOCIET,15240741007,00674390703,"Via Duca degli Abruzzi, 103",Via Duca degli Abruzzi,103,Via Duca degli Abruzzi 103,66050,San Salvo,CH,,,direttore@longi.bcc.it,,,,,,,,,,,,,,,,,,,,,,,,86,ITALIA,,301,,Si,Si,,,,,,,,Intracomunitario,
574,CASSA RURALE NOVELLA E ALTA ANAUNIA - BANCA DI CREDITO COOPE,02529020220,00105000228,"Via C.A. Martini, 36",Via C.A. Martini,36,Via C.A. Martini 36,38013,Fondo,TN,,,ced@cr-novella.net,,,,,,,,,,,,,,,,,,,,,,,,86,ITALIA,,301,,Si,Si,,,,,,,,Intracomunitario,
575,CASSA RURALE DI ROVERETO - BANCA DI CREDITO COOPERATIVO - SO,02529020220,00106190226,"Via Manzoni, 1",Via Manzoni,1,Via Manzoni 1,38068,Rovereto,TN,,,infocoge@cr-rovereto.net,,,,,,,,,,,,,,,,,,,,,,,,86,ITALIA,,301,,Si,Si,,,,,,,,Intracomunitario,
576,CASSA RURALE DI SALORNO SOCIETA' COOPERATIVA (IN LINGUA TEDE,00147330211,00147330211,"Via Trento, 7",Via Trento,7,Via Trento 7,39040,Salorno,BZ,,,rk.salurn@raiffeisen.it,,,,,,,,,,,,,,,,,,,,,,,,86,ITALIA,,301,,Si,Si,,,,,,,,Intracomunitario,
577,CASSA RAIFFEISEN DI SAN MARTINO IN PASSIRIA SOCIETA' COOPERA,02529020220,00143190213,"Via Giovo, 7",Via Giovo,7,Via Giovo 7,39010,San Martino in Passiria,BZ,,,tobias.heel@raikastmartin.it,,,,,,,,,,,,,,,,,,,,,,,,86,ITALIA,,301,,Si,Si,,,,,,,,Intracomunitario,
578,CASSA RAIFFEISEN ULTIMO - S. PANCRAZIO - LAUREGNO SOCIETA' C,00137770210,00137770210,"Via Principale, 118",Via Principale,118,Via Principale 118,39016,Ultimo,BZ,,,rk_ulten-st.pankraz-laurein@raiffeisen.it,,,,,,,,,,,,,,,,,,,,,,,,86,ITALIA,,301,,Si,Si,,,,,,,,Intracomunitario,
579,CASSA RAIFFEISEN VAL SARENTINO SOCIETA' COOPERATIVA (IN LING,00181040213,00181040213,"Piazza della Chiesa, 5",Piazza della Chiesa,5,Piazza della Chiesa 5,39058,Sarentino,BZ,,,rk.sarntal@raiffeisen.it,,,,,,,,,,,,,,,,,,,,,,,,86,ITALIA,,301,,Si,Si,,,,,,,,Intracomunitario,
580,CASSA RAIFFEISEN DI SCENA SOCIETA' COOPERATIVA (IN LINGUA TE,00143180214,00143180214,"Piazza Arciduca Giovanni, 2",Piazza Arciduca Giovanni,2,Piazza Arciduca Giovanni 2,39017,Scena,BZ,,,rk.ueberetsch@raiffeisen.it,,,,,,,,,,,,,,,,,,,,,,,,86,ITALIA,,301,,Si,Si,,,,,,,,Intracomunitario,
581,CASSA RAIFFEISEN VAL GARDENA SOCIETA' COOPERATIVA (RAIFFEISE,00134590215,00134590215,"Via Meisules, 211",Via Meisules,211,Via Meisules 211,39048,Selva di Val Gardena,BZ,,,gherdeina@raiffeisen.it,,,,,,,,,,,,,,,,,,,,,,,,86,ITALIA,,301,,Si,Si,,,,,,,,Intracomunitario,
582,CASSA RAIFFEISEN SILANDRO SOCIETA' COOPERATIVA (IN LINGUA TE,00171320211,00171320211,"Via Principale, 33",Via Principale,33,Via Principale 33,39028,Silandro,BZ,,,rk.schlanders@raiffeisen.it,,,,,,,,,,,,,,,,,,,,,,,,86,ITALIA,,301,,Si,Si,,,,,,,,Intracomunitario,
583,Cassa Raiffeisen Oltradige Soc.Coop.,00142030212,00142030212,"Piazza Municipio, 13",Piazza Municipio,13,Piazza Municipio 13,39057,Appiano sulla Strada del Vino,BZ,,,,,,,,,,,,,,,,,,,,,,,,,,,86,ITALIA,,301,,Si,Si,,,,,,,,Intracomunitario,
584,CREDITO COOPERATIVO CENTRO CALABRIA - SOCIETA' COOPERATIVA,02529020220,01935780799,"Via Flaminia, 1",Via Flaminia,1,Via Flaminia 1,88046,Lamezia Terme,CZ,,,giuseppe.marra@centrocalabria.it,,,,,,,,,,,,,,,,,,,,,,,,86,ITALIA,,301,,Si,Si,,,,,,,,Intracomunitario,
585,CASSA RAIFFEISEN ETSCHTAL SOCIETA' COOPERATIVA (IN LINGUA TE,00158030213,00158030213,"Piazza Dott. Weiser, 9",Piazza Dott. Weiser,9,Piazza Dott. Weiser 9,39018,Terlano,BZ,,,rk.etschtal@raiffeisen.it,,,,,,,,,,,,,,,,,,,,,,,,86,ITALIA,,301,,Si,Si,,,,,,,,Intracomunitario,
586,CASSA RAIFFEISEN DI TESIMO SOCIETA' COOPERATIVA (IN LINGUA T,00146490214,00146490214,"Via Tesimo, 81",Via Tesimo,81,Via Tesimo 81,39010,Tesimo,BZ,,,rk.tisens@raiffeisen.it,,,,,,,,,,,,,,,,,,,,,,,,86,ITALIA,,301,,Si,Si,,,,,,,,Intracomunitario,
587,CASSA RAIFFEISEN TIROLO SOCIETA' COOPERATIVA (IN LINGUA TEDE,00129600219,00129600219,"Via Principale, 31",Via Principale,31,Via Principale 31,39019,Tirolo,BZ,,,rk.tirol@raiffeisen.it,,,,,,,,,,,,,,,,,,,,,,,,86,ITALIA,,301,,Si,Si,,,,,,,,Intracomunitario,
588,CASSA RURALE VAL DI NON - BANCA DI CREDITO COOPERATIVO - SOC,02529020220,00104570221,"Via G. Marconi, 58",Via G. Marconi,58,Via G. Marconi 58,38023,Cles,TN,,,si@crvaldinon.it,,,,,,,,,,,,,,,,,,,,,,,,86,ITALIA,,301,,Si,Si,,,,,,,,Intracomunitario,
589,CASSA RAIFFEISEN TURES-AURINA SOCIETA' COOPERATIVA (IN LINGU,00193730215,00193730215,"Via Valle Aurina, 20",Via Valle Aurina,20,Via Valle Aurina 20,39032,Campo Tures,BZ,,,rta@raiffeisen.it,,,,,,,,,,,,,,,,,,,,,,,,86,ITALIA,,301,,Si,Si,,,,,,,,Intracomunitario,
590,CASSA RAIFFEISEN DI VANDOIES SOCIETA' COOPERATIVA (IN LINGUA,00181320219,00181320219,"Via Josef Anton Zoller, 6",Via Josef Anton Zoller,6,Via Josef Anton Zoller 6,39030,Vandoies,BZ,,,rk.vintl@raiffeisen.it,,,,,,,,,,,,,,,,,,,,,,,,86,ITALIA,,301,,Si,Si,,,,,,,,Intracomunitario,
591,CASSA DI TRENTO LAVIS MEZZOCORONA E VALLE DI CEMBRA BCC S.C.,02529020220,00107860223,"Via Belenzani, 6",Via Belenzani,6,Via Belenzani 6,38121,Trento,TN,,,incassiepagamenti@cassaditrento.it,,,,,,,,,,,,,,,,,,,,,,,,86,ITALIA,,409,,Si,Si,,,,,,,,Intracomunitario,
592,CASSA RURALE ALTA VALLAGARINA E LIZZANA - BANCA DI CREDITO C,02529020220,00158340224,"Via Tei, 6",Via Tei,6,Via Tei 6,38060,Besenello,TN,,,incassi.pagamenti@cr-avallagarina.net,,,,,,,,,,,,,,,,,,,,,,,,86,ITALIA,,301,,Si,Si,,,,,,,,Intracomunitario,
593,VALPOLICELLA BENACO BANCA CREDITO COOPERATIVO (VERONA) SOCIE,15240741007,01548170230,"Via Alcide de Gasperi, 11",Via Alcide de Gasperi,11,Via Alcide de Gasperi 11,37020,Marano di Valpolicella,VR,,,serviziaccentrati@vbbanca.it,,,,,,,,,,,,,,,,,,,,,,,,86,ITALIA,,301,,Si,Si,,,,,,,,Intracomunitario,
594,BANCA VERONESE CREDITO COOPERATIVO DI CONCAMARISE SOCIETA' C,15240741007,00326490232,"Via Capitello, 36",Via Capitello,36,Via Capitello 36,37051,Bovolone,VR,,,portafoglio@bancaveronese.it,,,,,,,,,,,,,,,,,,,,,,,,86,ITALIA,,409,,Si,Si,,,,,,,,Intracomunitario,
595,BANCA CENTROPADANA CREDITO COOPERATIVO - SOCIETA' COOPERATIV,15240741007,12514870158,"Corso Roma, 100",Corso Roma,100,Corso Roma 100,26900,Lodi,LO,,,adolfo.chiodaroli@centropadana.bcc.it,,,,,,,,,,,,,,,,,,,,,,,,86,ITALIA,,301,,Si,Si,,,,,,,,Intracomunitario,
596,BANCO FIORENTINO - MUGELLO IMPRUNETA SIGNA - CREDITO COOPERA,15240741007,06657430481,"Via Villani, 13",Via Villani,13,Via Villani 13,50023,Impruneta,FI,,,area.amministrativa@bancofiorentino.it,,,,,,,,,,,,,,,,,,,,,,,,86,ITALIA,,301,,Si,Si,,,,,,,,Intracomunitario,
597,BANCA DI CREDITO COOPERATIVO DI ROMA SOCIETA' COOPERATIVA,15240741007,01275240586,"Via Sardegna, 129",Via Sardegna,129,Via Sardegna 129,00100,Roma,RM,,,laura.moretti@roma.bcc.it,,,,,,,,,,,,,,,,,,,,,,,,86,ITALIA,,301,,Si,Si,,,,,,,,Intracomunitario,
598,BANCA DI CREDITO COOPERATIVO BRIANZA E LAGHI - SOCIETA' COOP,15240741007,00318030137,"Piazza Dante, 21/22",Piazza Dante,21/22,Piazza Dante 21/22,22040,Alzate Brianza,CO,,,walter.ghislandi@brianzaelaghi.bcc.it,,,,,,,,,,,,,,,,,,,,,,,,86,ITALIA,,301,,Si,Si,,,,,,,,Intracomunitario,
599,BANCA DI CREDITO COOPERATIVO DI ALBEROBELLO E SAMMICHELE DI,02529020220,00380000729,"Viale Bari, 10",Viale Bari,10,Viale Bari 10,70011,Alberobello,BA,,,maria.pastore@bccalberobello.it,,,,,,,,,,,,,,,,,,,,,,,,86,ITALIA,,301,,Si,Si,,,,,,,,Intracomunitario,
600,CASSA PADANA BANCA DI CREDITO COOPERATIVO SOCIETA' COOPERATI,02529020220,01741030983,"Via Giuseppe Garibaldi, 25",Via Giuseppe Garibaldi,25,Via Giuseppe Garibaldi 25,25024,Leno,BS,,,damiano.pincolini@cassapadana.it,,,,,,,,,,,,,,,,,,,,,,,,86,ITALIA,,301,,Si,Si,,,,,,,,Intracomunitario,
601,BANCA DI CREDITO COOPERATIVO DI ALTOFONTE E CACCAMO - SOCIET,15240741007,00193930823,"Piazza Falcone e Borsellino, 26",Piazza Falcone e Borsellino,26,Piazza Falcone e Borsellino 26,90030,Altofonte,PA,,,contabilità@altofonte.bcc.it,,,,,,,,,,,,,,,,,,,,,,,,86,ITALIA,,301,,Si,Si,,,,,,,,Intracomunitario,
602,BANCA DI CREDITO COOPERATIVO DI AQUARA SOCIETA' COOPERATIVA,02529020220,00639000652,"Via Garibaldi, 3",Via Garibaldi,3,Via Garibaldi 3,84047,Capaccio,SA,,,nicolino.pagano@bccaquara.it,,,,,,,,,,,,,,,,,,,,,,,,86,ITALIA,,301,,Si,Si,,,,,,,,Intracomunitario,
603,BANCA DI CREDITO COOPERATIVO DI ANAGNI SOCIETA' COOPERATIVA,02529020220,00088800602,"Piazza G. Marconi, 17",Piazza G. Marconi,17,Piazza G. Marconi 17,03012,Anagni,FR,,,gtassa@anagni.bcc.it,,,,,,,,,,,,,,,,,,,,,,,,86,ITALIA,,301,,Si,Si,,,,,,,,Intracomunitario,
604,BANCA DI ANGHIARI E STIA - CREDITO COOPERATIVO - SOCIETA' CO,15240741007,01622460515,"Via Mazzini, 17",Via Mazzini,17,Via Mazzini 17,52031,Anghiari,AR,,,a.fanciullini@bccas.it,,,,,,,,,,,,,,,,,,,,,,,,86,ITALIA,,301,,Si,Si,,,,,,,,Intracomunitario,
605,BANCA DI CREDITO COOPERATIVO DI AVETRANA - SOCIETA' COOPERAT,15240741007,00120540737,"Via Roma, 109",Via Roma,109,Via Roma 109,74020,Avetrana,TA,,,giuseppe.zanzarelli@bccavetrana.it,,,,,,,,,,,,,,,,,,,,,,,,86,ITALIA,,301,,Si,Si,,,,,,,,Intracomunitario,
606,BANCA DI CREDITO COOPERATIVO PORDENONESE E MONSILE - SOCIETA,15240741007,00091700930,"Via Trento, 1",Via Trento,1,Via Trento 1,33082,Azzano Decimo,PN,,,sistemipagamento@bccpm.it,,,,,,,,,,,,,,,,,,,,,,,,86,ITALIA,,409,,Si,Si,,,,,,,,Intracomunitario,
607,BANCA DI PESCIA E CASCINA - CREDITO COOPERATIVO - SOCIETA' C,15240741007,00158450478,"Via Alberghi, 26",Via Alberghi,26,Via Alberghi 26,51017,Pescia,PT,,,andrea.dipaolo@bpc.bcc.it,,,,,,,,,,,,,,,,,,,,,,,,86,ITALIA,,301,,Si,Si,,,,,,,,Intracomunitario,
608,BANCA DI CREDITO COOPERATIVO DI ARBOREA - SOCIETA' COOPERATI,15240741007,00359060951,"Via Porcella, 6",Via Porcella,6,Via Porcella 6,09092,Arborea,OR,,,cigagna.sandro@arborea.bcc.it,,,,,,,,,,,,,,,,,,,,,,,,86,ITALIA,,409,,Si,Si,,,,,,,,Intracomunitario,
609,BANCA DI CREDITO COOPERATIVO DELL'ALTO TIRRENO DELLA CALABRI,02529020220,00945950780,"Via Roma, 153-155",Via Roma,153-155,Via Roma 153-155,87020,Verbicaro,CS,,,alessia.campilongo@bccverbicaro.it,,,,,,,,,,,,,,,,,,,,,,,,86,ITALIA,,301,,Si,Si,,,,,,,,Intracomunitario,
610,BANCA DI CREDITO COOPERATIVO DI BARLASSINA (MILANO) - SOCIET,02529020220,01434500151,"Via C. Colombo, 1/3",Via C. Colombo,1/3,Via C. Colombo 1/3,20825,Barlassina,MB,,,stefano.colombo@bccbarlassina.it,,,,,,,,,,,,,,,,,,,,,,,,86,ITALIA,,301,,Si,Si,,,,,,,,Intracomunitario,
611,BCC CAMPANIA CENTRO - CASSA RURALE ED ARTIGIANA - SOCIETA' C,15240741007,00258900653,"Piazza A. De Curtis, 1-2",Piazza A. De Curtis,1-2,Piazza A. De Curtis 1-2,84091,Battipaglia,SA,,,organizzazione@campaniacentro.bcc.it,,,,,,,,,,,,,,,,,,,,,,,,86,ITALIA,,301,,Si,Si,,,,,,,,Intracomunitario,
612,BANCA DI CREDITO COOPERATIVO DI BELLEGRA SOCIETA' COOPERATIV,15240741007,01041710581,"Via Roma, 37/39",Via Roma,37/39,Via Roma 37/39,00030,Bellegra,RM,,,cecim@bellegra.bcc.it,,,,,,,,,,,,,,,,,,,,,,,,86,ITALIA,,409,,Si,Si,,,,,,,,Intracomunitario,
613,BENE BANCA CREDITO COOPERATIVO DI BENE VAGIENNA (CUNEO) - SO,02529020220,00167340041,"Piazza Botero, 7",Piazza Botero,7,Piazza Botero 7,12041,Bene Vagienna,CN,,,info@benebanca.bcc.it,,,,,,,,,,,,,,,,,,,,,,,,86,ITALIA,,301,,Si,Si,,,,,,,,Intracomunitario,
614,CASSA RURALE ED ARTIGIANA DI BINASCO - CREDITO COOPERATIVO S,15240741007,00772010153,"Via Turati, 2",Via Turati,2,Via Turati 2,20082,Binasco,MI,,,elena.tornaghi@bcc8386.it,,,,,,,,,,,,,,,,,,,,,,,,86,ITALIA,,301,,Si,Si,,,,,,,,Intracomunitario,
615,CASSA RURALE ED ARTIGIANA DI BORGO SAN GIACOMO (BRESCIA) - C,02529020220,00453000176,"Via Petrobelli, 11",Via Petrobelli,11,Via Petrobelli 11,25022,Borgo San Giacomo,BS,,,organizzazione@cradiborgo.it,,,,,,,,,,,,,,,,,,,,,,,,86,ITALIA,,301,,Si,Si,,,,,,,,Intracomunitario,
616,CASSA RURALE ED ARTIGIANA DI BOVES - BANCA DI CREDITO COOPER,02529020220,00254540040,"Piazza Italia, 44",Piazza Italia,44,Piazza Italia 44,12012,Boves,CN,,,contabilita@bovescra.bcc.it,,,,,,,,,,,,,,,,,,,,,,,,86,ITALIA,,301,,Si,Si,,,,,,,,Intracomunitario,
617,BANCA delle TERRE VENETE CREDITO COOPERATIVO SOC. COOP.,15240741007,00275710242,Via Spada 2,Via Spada,2,Via Spada 2,31050,Vedelago,TV,,,fatture@bancaterrevenete.it,,,,,,,,,,,,,,,,,,,,,,,,86,ITALIA,,301,,Si,Si,,,,,,,,Intracomunitario,
618,BANCA DI CREDITO COOPERATIVO DI BUSTO GAROLFO E BUGUGGIATE -,15240741007,00688150150,"Via Manzoni, 50",Via Manzoni,50,Via Manzoni 50,20020,Busto Garolfo,MI,,,alberto.pastori@bustogarolfo.bcc.it,,,,,,,,,,,,,,,,,,,,,,,,86,ITALIA,,301,,Si,Si,,,,,,,,Intracomunitario,
619,BANCA DI CREDITO COOPERATIVO DI BUONABITACOLO SOCIETA' COOPE,15240741007,92000250651,"Via Roma, 4",Via Roma,4,Via Roma 4,84032,Buonabitacolo,SA,,,dgarone@buonabitacolo.bcc.it,,,,,,,,,,,,,,,,,,,,,,,,86,ITALIA,,301,,Si,Si,,,,,,,,Intracomunitario,
620,BANCA DI VERONA CREDITO COOPERATIVO CADIDAVID SOCIETA' COOPE,15240741007,00319990230,"Via Forte Tomba, 8",Via Forte Tomba,8,Via Forte Tomba 8,37100,Verona,VR,,,giusepp.bampa@bccverona.it,,,,,,,,,,,,,,,,,,,,,,,,86,ITALIA,,301,,Si,Si,,,,,,,,Intracomunitario,
621,BANCA CAMBIANO 1884 S.P.A,02599341209,02599341209,Viale Antonio Gramsci 34,Viale Antonio Gramsci,34,Viale Antonio Gramsci 34,50132,Firenze,FI,,,,,,,,,,,,,,,,,,,,,,,,,,,86,ITALIA,,409,,Si,Si,,,,,,,,Intracomunitario,
622,CASSA RURALE ED ARTIGIANA DI CANTU' BANCA DI CREDITO COOPERA,15240741007,00196950133,"Corso Unità d'Italia, 11",Corso Unità d'Italia,11,Corso Unità d'Italia 11,22063,Cantu',CO,,,organizzazione@cantu.bcc.it,,,,,,,,,,,,,,,,,,,,,,,,86,ITALIA,,301,,Si,Si,,,,,,,,Intracomunitario,
623,BANCA DI CREDITO COOPERATIVO DI CAPACCIO PAESTUM E SERINO- S,15240741007,00258720655,"Via Magna Grecia, 345",Via Magna Grecia,345,Via Magna Grecia 345,84047,Capaccio,SA,,,organizzazione@bcccapaccio.it,,,,,,,,,,,,,,,,,,,,,,,,86,ITALIA,,301,,Si,Si,,,,,,,,Intracomunitario,
624,BANCA DI CREDITO COOPERATIVO ABRUZZESE - CAPPELLE SUL TAVO S,15240741007,00091530683,"Corso Umberto I, 78/80",Corso Umberto I,78/80,Corso Umberto I 78/80,65010,Cappelle sul Tavo,PE,,,organizzazione520@fedam.bcc.it,,,,,,,,,,,,,,,,,,,,,,,,86,ITALIA,,301,,Si,Si,,,,,,,,Intracomunitario,
625,BANCA DI CREDITO COOPERATIVO DEL BASSO SEBINO - SOCIETA' COO,15240741007,00278750179,"Via Calepio, 8",Via Calepio,8,Via Calepio 8,25031,Capriolo,BS,,,organizzazione@bassosebino.bcc.it,,,,,,,,,,,,,,,,,,,,,,,,86,ITALIA,,301,,Si,Si,,,,,,,,Intracomunitario,
626,"BANCA DI CARAGLIO, DEL CUNEESE E DELLA RIVIERA DEI FIORI - C",02529020220,00245130042,"Piazza della Cooperazione, 1",Piazza della Cooperazione,1,Piazza della Cooperazione 1,12023,Caraglio,CN,,,arnolfov@caraglio.bcc.it,,,,,,,,,,,,,,,,,,,,,,,,86,ITALIA,,301,,Si,Si,,,,,,,,Intracomunitario,
627,BANCA DI CREDITO COOPERATIVO DI CARATE BRIANZA - SOCIETA' CO,15240741007,01309550158,"Via Cusani, 6",Via Cusani,6,Via Cusani 6,20841,Carate Brianza,MB,,,ebank@caratebrianza.bcc.it,,,,,,,,,,,,,,,,,,,,,,,,86,ITALIA,,409,,Si,Si,,,,,,,,Intracomunitario,
628,CREDITO COOPERATIVO DI CARAVAGGIO ADDA E CREMASCO - CASSA RU,15240741007,04159640160,Via Bernardo da Caravaggio SNC,Via Bernardo da Caravaggio,SNC,Via Bernardo da Caravaggio SNC,24043,Caravaggio,BG,,,ORGANIZZAZIONE@CARAVAGGIO.BCC.IT,,,,,,,,,,,,,,,,,,,,,,,,86,ITALIA,,301,,Si,Si,,,,,,,,Intracomunitario,
629,BANCA DI CREDITO COOPERATIVO DI TERRA D'OTRANTO - SOCIETA' C,15240741007,00198480758,Via Cesare Battisti angolo Via S.Giovanni,Via Cesare Battisti angolo Via S.Giovanni,SNC,Via Cesare Battisti angolo Via S.Giovanni SNC,73100,Lecce,LE,,,incassiepagamenti@terradotranto.bcc.it,,,,,,,,,,,,,,,,,,,,,,,,86,ITALIA,,301,,Si,Si,,,,,,,,Intracomunitario,
630,BANCA ALPI MARITTIME CREDITO COOPERATIVO CARRU' - SOCIETA' C,15240741007,00195530043,"Via Stazione, 10",Via Stazione,10,Via Stazione 10,12061,Carru',CN,,,tesorerieportafoglio@bancaalpimarittime.it,,,,,,,,,,,,,,,,,,,,,,,,86,ITALIA,,409,,Si,Si,,,,,,,,Intracomunitario,
631,"BANCA DI CREDITO COOPERATIVO DI VENEZIA, PADOVA E ROVIGO - B",15240741007,00285800280,"Via Roma, 15",Via Roma,15,Via Roma 15,35025,Cartura,PD,,,rete@bancaannia.it,,,,,,,,,,,,,,,,,,,,,,,,86,ITALIA,,301,,Si,Si,,,,,,,,Intracomunitario,
632,BANCA DI CREDITO COOPERATIVO DI MILANO - SOCIETA' COOPERATIV,15240741007,01132850155,"Via De Gasperi, 11",Via De Gasperi,11,Via De Gasperi 11,20061,Carugate,MI,,,organizzazione_sistemi@bccmilano.it,,,,,,,,,,,,,,,,,,,,,,,,86,ITALIA,,301,,Si,Si,,,,,,,,Intracomunitario,
633,CREDITO PADANO BANCA DI CREDITO COOPERATIVO - SOCIETA' COOPE,15240741007,01039280191,Via Dante 213,Via Dante,213,Via Dante 213,26100,Cremona,CR,,,incassi.pagamenti@creditopadano.it,,,,,,,,,,,,,,,,,,,,,,,,86,ITALIA,,301,,Si,Si,,,,,,,,Intracomunitario,
634,BANCA DEI SIBILLINI-CREDITO COOPERATIVO DI CASAVECCHIA-SOCIE,15240741007,00118970433,"Via Dante Alighieri, 2",Via Dante Alighieri,2,Via Dante Alighieri 2,62036,Pieve Torina,MC,,,laura.dominici@sibillini.bcc.it,,,,,,,,,,,,,,,,,,,,,,,,86,ITALIA,,409,,Si,Si,,,,,,,,Intracomunitario,
635,CREDITO COOPERATIVO VALDARNO FIORENTINO BANCA DI CASCIA - SO,15240741007,00645190489,"Via J.F. Kennedy, 1",Via J.F. Kennedy,1,Via J.F. Kennedy 1,50066,Reggello,FI,,,amministrazione@bccvaldarnofiorentino.it,,,,,,,,,,,,,,,,,,,,,,,,86,ITALIA,,301,,Si,Si,,,,,,,,Intracomunitario,
636,BANCA DI CREDITO COOPERATIVO DI CASSANO DELLE MURGE E TOLVE,02529020220,00407800721,"Via Bitetto, 2",Via Bitetto,2,Via Bitetto 2,70020,Cassano delle Murge,BA,,,francesco.bisaccia@bcccassanomurge.it,,,,,,,,,,,,,,,,,,,,,,,,86,ITALIA,,301,,Si,Si,,,,,,,,Intracomunitario,
637,BANCA DI CREDITO COOPERATIVO DI CASTAGNETO CARDUCCI SOCIETA',02529020220,00149160491,"Via V. Emanuele, 44",Via V. Emanuele,44,Via V. Emanuele 44,57022,Castagneto Carducci,LI,,,stefano.belmonte@bcccastagneto.it,,,,,,,,,,,,,,,,,,,,,,,,86,ITALIA,,301,,Si,Si,,,,,,,,Intracomunitario,
638,BANCA DI CREDITO COOPERATIVO DELLA ROMAGNA OCCIDENTALE -S.C.,02529020220,00068200393,Piazza Fanti 17,Piazza Fanti,17,Piazza Fanti 17,48014,Castel Bolognese,RA,,,organizzazione@bccro.it,,,,,,,,,,,,,,,,,,,,,,,,86,ITALIA,,301,,Si,Si,,,,,,,,Intracomunitario,
639,CASSA RURALE ED ARTIGIANA DI CASTELLANA GROTTE CREDITO COOPE,15240741007,00382410728,Via Roma,Via Roma,SNC,Via Roma SNC,70013,Castellana Grotte,BA,,,nicola.iaia@castellana.bcc.it,,,,,,,,,,,,,,,,,,,,,,,,86,ITALIA,,301,,Si,Si,,,,,,,,Intracomunitario,
