contract_id,document_name,provider_names,signed_date,contract_type,name,Nome breve,abi,tax_code,vat_code,vat_group,pec_mail,courtesy_mail,referente fattura_mail,sdd,sdi_code,membership_id,recipient_id
pagopa-psp-231,CI199_B_BFF BANK SPA,ABI05000,07/02/2020,B,BFF Bank S.p.A.,BFF Bank,05000,07960110158,07960110158,FALSE,tesoreriaenti@pec.depobank.it,gino.gai@bff.com,,FALSE,SUBM70N,pagopa-psp-231,pagopa-psp-231
pagopa-psp-232,CI200_A_Banca di Ripatransone e del Fermano,ABI08769,07/02/2020,A,Banca di Ripatransone e del Fermano - Credito Cooperativo - Società Cooperativa,Banca di Ripatransone e del Fermano - Credito Cooperativo,08769,00096910443,15240741007,TRUE,amministrazione@ripatransone.pecbcc.it,amministrativo@ripa.bcc.it,,FALSE,9GHPHLV,pagopa-psp-382,pagopa-psp-382
pagopa-psp-236,CI204_A_CR di Volterra,ABI06370,07/02/2020,A,Cassa di Risparmio di Volterra S.p.A.,Cassa di Risparmio di Volterra,06370,01225610508,01225610508,FALSE,cassadirisparmiodivolterra@postacert.crvolterra.it,giorgio.bonicoli@crvolterra.it,,FALSE,,pagopa-psp-382,pagopa-psp-382
pagopa-psp-237,CI205_A_MONEYNET,"ABI36033,MOETIT31",07/02/2020,A,Moneynet S.p.A.,Moneynet,36033,05221390825,05221390825,FALSE,istitutodipagamento@cert-moneynet.it,mauro.ciraulo@moneynet.it,azzurra.dagati@moneynet.it,FALSE,,pagopa-psp-382,pagopa-psp-382
pagopa-psp-238,CI206_A_BCC G Toniolo di San Cataldo,"ICRAITRRQG0,ABI08952",07/02/2020,A,Banca di Credito Cooperativo 'G. Toniolo' di San Cataldo (Caltanissetta) Società Cooperativa,BCC G. Toniolo e San Michele di San Cataldo,08952,00055510853,15240741007,TRUE,08952.bcc@actaliscertymail.it,organizzazione@cataldo.bcc.it,,FALSE,,pagopa-psp-238,pagopa-psp-238
pagopa-psp-240,CI208_A_Cassa Lombarda,ABI03488,07/02/2020,A,Cassa Lombarda S.p.A.,Cassa Lombarda,03488,00714590155,00714590155,FALSE,segreteria.generale@postacert.cassalombarda.it,andrea.rocchi@cassalombarda.it,,FALSE,,pagopa-psp-382,pagopa-psp-382
pagopa-psp-243,CI211_A_Banca Centro Credito Cooperativo Toscana Umbria,"ICRAITRRTV0,ABI07075,ICRAITRROL0,ABI08885",07/02/2020,A,Banca Centro-Credito Cooperativo Toscana-Umbria Soc. Coop.,Banca Centro-Credito Cooperativo Toscana-Umbria Soc.Cooperativa,07075,03518350545,15240741007,TRUE,bancacentro.pec@actaliscertymail.it,niccolo.nocifero@cras.bcc.it,,FALSE,,pagopa-psp-382,pagopa-psp-382
pagopa-psp-244,CI212_A_Cassa Rurale Alta Vallagarina e Lizzana,"CCRTIT2T77A,ABI08305",07/02/2020,A,Cassa Rurale Alta Vallagarina e Lizzana - Banca di Credito Cooperativo - Società Cooperativa,Cassa Rurale Alta Vallagarina e Lizzana ,08305,00158340224,02529020220,TRUE,segreteria@pec.cr-avallagarina.net,incassi.pagamenti@cr-avallagarina.net,,FALSE,ZS100U1,pagopa-psp-382,pagopa-psp-382
pagopa-psp-248,CI216_A_BCC di Pianfei e Rocca dei Baldi,ABI08753,07/02/2020,A,Banca di Credito Cooperativo di Pianfei e Rocca de' Baldi - Società Cooperativa,BCC di Pianfei e Rocca de' Baldi,08753,00167840040,02529020220,TRUE,bccpianfei@legalmail.it,origliag@pianfeieroccadebaldi.bcc.it,,FALSE,M5UXCR1,pagopa-psp-382,pagopa-psp-382
pagopa-psp-249,CI217_A_BCC Gaudiano di Lavello,"ICRAITRRFE0,ABI08554",07/02/2020,A,Banca di Credito Cooperativo di Gaudiano di Lavello - Società Cooperativa,BCC di Gaudiano di Lavello,08554,93000870761,15240741007,TRUE,08554.bcc@actaliscertymail.it,g.coviello@lavello.bcc.it,,FALSE,,pagopa-psp-382,pagopa-psp-382
pagopa-psp-250,CI218_A_Banca Carige,"ABI06175,CRGEITGG",07/02/2020,A,Carige S.p.A.,Banca Carige,06175,03285880104,03285880104,FALSE,pec@pec.carige.it,processi.pagamento@carige.it,,FALSE,,pagopa-psp-382,pagopa-psp-382
pagopa-psp-251,CI219_A_BANCA 2021,ABI08154,07/02/2020,A,"Banca 2021 Credito Cooperativo del Cilento, Vallo di Diano e della Lucania - Società Cooperativa",Banca 2021 - Credito Coperativo del Cilento Vallo di Diano e Lucania,08154,02596790655,15240741007,TRUE,bancadelcilento@postecert.it,info@bancadelcilento.it,,FALSE,,pagopa-psp-382,pagopa-psp-382
pagopa-psp-253,CI221_A_Illimity Bank,ABI03395,07/02/2020,A,Illimity Bank S.p.A.,Illimity Bank,03395,03192350365,12020720962,TRUE,illimity@pec.illimity.com;,marco.montagnani@illimity.com,,FALSE,,pagopa-psp-253,pagopa-psp-253
pagopa-psp-256,CI224_A_Banca di Taranto,ABI07087,07/02/2020,A,Banca di Taranto - Banca di Credito Cooperativo - Società Cooperativa,BCC di Taranto,07087,02389630738,15240741007,TRUE,bancaditaranto@pec.it,tgiannico@bancaditaranto.com,,FALSE,9GHPHLV,pagopa-psp-382,pagopa-psp-382
pagopa-psp-257,CI225_A_BCC Putignano,ABI07113,07/02/2020,A,Banca di Credito Cooperativo di Putignano - Società Cooperativa per Azioni,BCC di Putignano,07113,06570340726,15240741007,TRUE,pec@pec.bccputignano.it,giovanni.donghia@putignano.bcc.it,,FALSE,9GHPHLV,pagopa-psp-257,pagopa-psp-257
pagopa-psp-258,CI226_B_Banca del Fucino,ABI03124,07/02/2020,B,Banca del Fucino - S.p.A.,Banca del Fucino,03124,04256050875,04256050875,FALSE,bancafucino@postacert.cedacri.it,p.rocchi@bancafucino.net,,FALSE,,pagopa-psp-258,pagopa-psp-258
pagopa-psp-261,CI230_A_BCC Circeo e Privernate,ABI07017,07/02/2020,A,Banca di Credito Cooperativo del Circeo e Privernate - Società Cooperativa,BCC del Circeo e Privernate,07017,01710450592,IT02529020220,TRUE,bcc.circeo@legalmail.it,contabilita@bccc.it,,FALSE,ZS100U1,pagopa-psp-382,pagopa-psp-382
pagopa-psp-263,CI232_A_Credito Cooperativo Centro Calabria,ABI08258,07/02/2020,A,Credito Cooperativo Centro Calabria - Società Cooperativa,Credito Cooperativo Centro Calabria,08258,01935780799,02529020220,TRUE,segreteria@pec.centrocalabria.it,giuseppe.marra@centrocalabria.it,,FALSE,ZS100U1,pagopa-psp-382,pagopa-psp-382
pagopa-psp-266,CI235_A_Riviera Banca Credito Coop. di Rimini,"ICRAITRRRN0,ABI08995",07/02/2020,A,Rivierabanca - Credito Cooperativo di Rimini e Gradara - Società Cooperativa,Rivierabanca - Credito Cooperativo di Rimini e Gradara,08995,04241950403,15240741007,TRUE,rivierabanca@postacer.rivierabanca.it,giacomo.pritelli@rivierabanca.it,,FALSE,9GHPHLV,pagopa-psp-382,pagopa-psp-382
pagopa-psp-268,CI237_A_ZKB Credito Coop di Trieste e Gorizia,ABI08928,07/02/2020,A,Credito Cooperativo di Trieste e Gorizia,ZKB,08928,00093160323,02529020220,TRUE,mail@pec.bcccarso.it,stefano.kavalic@zkb.it,,FALSE,,pagopa-psp-382,pagopa-psp-382
pagopa-psp-269,CI238_A_BCC di Triuggio e della Valle del Lambro,"ICRAITRRP10,ABI08901",07/02/2020,A,Banca di Credito Cooperativo di Triuggio e della Valle del Lambro - Società Cooperativa,BCC di Triuggio e della Valle del Lambro,08901,00698390150,15240741007,TRUE,08901.bcc@actaliscertymail.it,organizzazione@triuggio.bcc.it,,FALSE,,pagopa-psp-382,pagopa-psp-382
pagopa-psp-270,CI239_A_Banca Centropadana,"ICRAITRR900,ABI08324",07/02/2020,A,Banca Centropadana Credito Cooperativo - Società Cooperativa,Banca Centropadana Credito Cooperativo,08324,12514870158,15240741007,TRUE,08324.bcc.uff.incpag@actaliscertymail.it,adolfo.chiodaroli@centropadana.bcc.it,,FALSE,9GHPHLV,pagopa-psp-382,pagopa-psp-382
pagopa-psp-273,CI242_A_Credito Coop Mediocrati,"ICRAITRRTI0,ABI07062",07/02/2020,A,Credito Cooperativo MedioCrati - Società Cooperativa,Credito Cooperativo Mediocrati,07062,02300410780,15240741007,TRUE,07062.bcc@actaliscertymail.it,marketing@mediocrati.bcc.it,,FALSE,9GHPHLV,pagopa-psp-382,pagopa-psp-382
pagopa-psp-274,CI243_A_BCC di Bellegra,"ICRAITRRAL0,ABI08381",07/02/2020,A,Banca di Credito Cooperativo di Bellegra Società Cooperativa,BCC di Bellegra,08381,01041710581,15240741007,TRUE,08381.bcc@actaliscertymail.it,cecim@bellegra.bcc.it,,FALSE,,pagopa-psp-382,pagopa-psp-382
pagopa-psp-275,CI244_A_BCC Agrobresciano,"ICRAITRRFZ0,ABI08575",07/02/2020,A,Banca di Credito Cooperativo Agrobresciano - Società Cooperativa,BCC Agrobresciano,08575,00284980174,15240741007,TRUE,bancaonline@agrobresciano.legalmail.it,manuinil@agrobresciano.bcc.it,,FALSE,,pagopa-psp-275,pagopa-psp-275
pagopa-psp-276,CI245_A_Banca del Piemonte,"BDCPITTT,ABI03048",07/02/2020,A,Banca del Piemonte S.p.A.,Banca del Piemonte,03048,00821100013,00821100013,FALSE,affarigenerali@postacert.bancadelpiemonte.it,canalidigitali@bancadelpiemonte.it,,FALSE,,pagopa-psp-382,pagopa-psp-382
pagopa-psp-277,CI246_B_Banca Popolare di Bari,"BPBAIT3B,ABI05424",07/02/2020,B,Banca Popolare di Bari - Società Cooperativa per Azioni in A.S.,BdM Banca,05424,00254030729,16868201001,TRUE,segreteriageneralebpb@postacert.cedacri.it,c.pellegrini@popolarebari.it,r.delaurentiis@popolarebari.it,FALSE,75HCYT1,pagopa-psp-277,pagopa-psp-277
pagopa-psp-278,CI247_A_Banca Sicana Credito Coop,"CCRTIT2TNIS,ABI08985",07/02/2020,A,"Banca Sicana - Credito Cooperativo di Sommatino, Serradifalco e Sambuca di Sicilia - Società Cooperativa",Sicilbanca Credito Cooperativo Italiano,08985,01438930859,02529020220,TRUE,bancasicana@pec.it,sa@bancasicana.it,,FALSE,ZS100U1,pagopa-psp-382,pagopa-psp-382
pagopa-psp-279,CI248_A_Banca di Udine Credito Coop,ABI08715,07/02/2020,A,Banca di Udine Credito Cooperativo - Società Cooperativa,Banca di Udine Credito Cooperativo,08715,00252520309,15240741007,TRUE,08715.segreteria@acatliscertymail.it,CONTA@BANCADIUDINE.it,,FALSE,9GHPHLV,pagopa-psp-382,pagopa-psp-382
pagopa-psp-281,CI250_A_Banca San Biagio Quintovalle Agno,"CCRTIT2TC11,ABI08807",07/02/2020,A,Banca San Giorgio Quinto Valle Agno - Credito Cooperativo - Soc. Coop.,BCC di Verona e Vicenza - Credito Cooperativo,08807,00232120246,15240741007,TRUE,segreteria@pec.bancasangiorgio.it,interbancario@bancasangiorgio.it,,FALSE,9GHPHLV,pagopa-psp-382,pagopa-psp-382
pagopa-psp-285,CI255_A_Banca Alta Toscana,ABI08922,07/02/2020,A,Banca Alta Toscana Credito Cooperativo - Società Cooperativa,Banca Alta Toscana Credito Cooperativo,08922,00138580477,15240741007,TRUE,segreteria-bancaaltatoscana@actaliscertymail.it,direzione@bat.bcc.it,,FALSE,9GHPHLV,pagopa-psp-382,pagopa-psp-382
pagopa-psp-289,CI260_A_Cassa di Risparmio di Cento,,07/02/2020,A,Cassa di Risparmio di Cento S.p.A.,Cassa di Risparmio di Cento,06115,01208920387,01208920387,FALSE,direzionecommerciale@postacert.crcento.it,836@crcento.it,,FALSE,,pagopa-psp-382,pagopa-psp-382
pagopa-psp-290,CI261_A_BCC di Cassano delle Murge e Tolve,ABI08460,07/02/2020,A,Banca di Credito Cooperativo di Cassano delle Murge e Tolve - Società Cooperativa,BCC di Cassano delle Murge e Tolve,08460,00407800721,02529020220,TRUE,info@pec.bcccassanomurge.it,francesco.bisaccia@bcccassanomurge.it,,FALSE,,pagopa-psp-382,pagopa-psp-382
pagopa-psp-292,CI263_A_BCC della Romagna Occidentale,"ICRAITRRCU0,ABI08462",07/02/2020,A,Banca di Credito Cooperativo della Romagna Occidentale - Società Cooperativa,BCC della Romagna Occidentale,08462,00068200393,02529020220,TRUE,segreteria.generale@postacer.romagna-occ.bcc.it,organizzazione@bccro.it,,FALSE,,pagopa-psp-382,pagopa-psp-382
pagopa-psp-294,CI266_A_Banca di Verona Credito Coop Cadidavid,"ICRAITRRBK0,ABI08416",07/02/2020,A,Banca di Verona Credito Cooperativo Cadidavid Società Cooperativa per Azioni,Banca di Verona,08416,00319990230,15240741007,TRUE,segreteria.generale@pec.bccverona.it,giusepp.bampa@bccverona.it,,FALSE,,pagopa-psp-382,pagopa-psp-382
pagopa-psp-296,CI268_A_BCC di San Biagio Platani,,07/02/2020,A,"Banca Di Credito Cooperativo Di San Biagio Platani, Società Cooperativa",BCC di San Biagio Platani,08800,00098180847,15240741007,TRUE,08800.direzione@actaliscertymail.it,stella.iacono@sanbiagioplatani.bcc.it,,FALSE,9GHPHLV,pagopa-psp-382,pagopa-psp-382
pagopa-psp-298,CI272_A_Unicredit,"UNCRITMM,ABI02008,UNCR-COR,02008",07/02/2020,A,UniCredit S.p.A.,UniCredit,02008,00348170101,00348170101,TRUE,direzione.enti@pec.unicredit.eu;,pasqualegiuseppe.barbalace@unicredit.eu,Andrea.Romeo@unicredit.eu,FALSE,,pagopa-psp-298,pagopa-psp-298
pagopa-psp-300,CI274_A_BCC di Roma,"ROMAITRRXXX,ABI08327",07/02/2020,A,Banca di Credito Cooperativo di Roma Società Cooperativa,BCC di Roma,08327,01275240586,15240741007,TRUE,bccroma@actaliscertymail.it,laura.moretti@roma.bcc.it,,FALSE,,pagopa-psp-382,pagopa-psp-382
pagopa-psp-301,CI275_A_CortinaBanca Credito Coop,"CCRTIT2T95,ABI08511,CCRTIT2T95A",07/02/2020,A,CortinaBanca - Credito Cooperativo - Società Cooperativa,Cortinabanca - Credito Cooperativo - Società Cooperativa,08511,00078700259,02529020220,TRUE,cortinabanca@pec.cortinabanca.it,amministrazione@cortinabanca.it,,FALSE,,pagopa-psp-382,pagopa-psp-382
pagopa-psp-304,CI278_A_Cassa Rurale e Artigiana di Rivarolo Mantovano,ABI08770,07/02/2020,A,Cassa Rurale ed Artigiana di Rivarolo Mantovano (Mantova) Credito Cooperativo - Società Cooperativa,Cassa Rurale ed Artigiana di Rivarolo Mantovano Credito Cooperativo,08770,00191230200,15240741007,TRUE,08770.dg@actaliscertymail.it,segreteria@rivarolo.bcc.it,,FALSE,9GHPHLV,pagopa-psp-382,pagopa-psp-382
pagopa-psp-306,CI280_A_Banco Marchigiano Credito Coop,"CCRTIT2TCIV,ABI08491",07/02/2020,A,Banco Marchigiano Credito Cooperativo,Banco Marchigiano Credito Cooperativo,08491,00096960430,02529020220,TRUE,bcc.civitanova@legalmail.it,frattinisa@bancomarchigiano.it,,FALSE,M5UXCR1,pagopa-psp-382,pagopa-psp-382
pagopa-psp-307,CI281_A_BCC di Staranzano e Villesse,ABI08877,07/02/2020,A,Banca di Credito Cooperativo di Staranzano e Villesse - Società Cooperativa,BCC Venezia Giulia Società Cooperativa,08877,00064500317,15240741007,TRUE,info@pec.bancastaranzano.it,mauro.bonutti@bancastaranzano.it,,FALSE,9GHPHLV,pagopa-psp-382,pagopa-psp-382
pagopa-psp-308,CI282_A_Bene Banca Credito Coop di Bene Vagienna,"CCRTIT2TBEN,ABI08382,ICRAITRRAM0",07/02/2020,A,Bene Banca Credito Cooperativo di Bene Vagienna (Cuneo) - Società Cooperativa,Bene Banca Credito Cooperativo di Bene Vagienna,08382,00167340041,02529020220,TRUE,benebanca@legalmail.it,info@benebanca.bcc.it,,FALSE,M5UXCR1,pagopa-psp-382,pagopa-psp-382
pagopa-psp-309,CI283_A_Banca Veronese Credito Coop di Concamarise,ABI08322,07/02/2020,A,Banca Veronese Credito Cooperativo di Concamarise Società Cooperativa,Banca Veronese Credito Cooperativo di Concamarise,08322,00326490232,15240741007,TRUE,BANCAVERONESE@LEGALMAIL.it,portafoglio@bancaveronese.it,,FALSE,9GHPHLV,pagopa-psp-382,pagopa-psp-382
pagopa-psp-310,CI284_A_BCC Campania Centro,"ICRAITRRAI0,ABI08378",07/02/2020,A,BCC Campania Centro - Cassa Rurale ed Artigiana - Società Cooperativa,BCC Campania Centro - Cassa Rurale ed Artigiana,08378,00258900653,15240741007,TRUE,bcc@pec.bancacampaniacentro.it,organizzazione@campaniacentro.bcc.it,,FALSE,,pagopa-psp-382,pagopa-psp-382
pagopa-psp-312,CI286_A_BCC di Turriaco,ABI08903,07/02/2020,A,Banca di Credito Cooperativo di Turriaco - Società Cooperativa,BCC di Turriaco,08903,00065880312,02529020220,TRUE,08903.bcc@actaliscertymail.it,incassi.pagamenti@bccturriaco.it,,FALSE,ZS100U1,pagopa-psp-382,pagopa-psp-382
pagopa-psp-313,CI287_A_BCC di Busto Garolfo e Buguggiate,"ICRAITRRB80,ABI08404",07/02/2020,A,Banca di Credito Cooperativo di Busto Garolfo e Buguggiate - Società Cooperativa,BCC di Busto Garolfo e Buguggiate,08404,00688150150,15240741007,TRUE,08404.DIREZIONE@ACTALISCERTYMAIL.it,alberto.pastori@bustogarolfo.bcc.it,,FALSE,9GHPHLV,pagopa-psp-382,pagopa-psp-382
pagopa-psp-314,CI288_A_BCC dei Castelli e degli Iblei,"CCRTIT2TIBL,ABI07078",07/02/2020,A,Banca di Credito Cooperativo dei Castelli e degli Iblei Società Cooperativa,BCC dei Castelli e degli Iblei,07078,01617330855,02529020220,TRUE,bccmazzarino@legalmail.it,filippo.delia@bccmazzarino.it,,FALSE,ZS100U1,pagopa-psp-382,pagopa-psp-382
pagopa-psp-315,CI289_A_Banca Cesare Ponti,"ABI03084,BCEPITMM",07/02/2020,A,Banca Cesare Ponti S.p.A.,Banca Cesare Ponti,03084,07051880966,07051880966,FALSE,pec@pec.bancaponti.it,processi.pagamento@carige.it,,FALSE,,pagopa-psp-382,pagopa-psp-382
pagopa-psp-316,CI290_A_Banca del Monte di Lucca,"ABI06915,BMLUIT3L",07/02/2020,A,Banca del Monte di Lucca S.p.A.,Banca del Monte di Lucca,06915,01459540462,01459540462,FALSE,pec@pec.carige.it,processi.pagamento@carige.it,,FALSE,,pagopa-psp-382,pagopa-psp-382
pagopa-psp-317,CI291_A_Banco di Sardegna,"SARDIT31,ABI01015",07/02/2020,A,Banco di Sardegna S.p.A.,Banco di Sardegna,01015,01564560900,03830780361,TRUE,servizioprovveditorato.bds@pec.gruppobper.it, alessandro.biasin@bper.it,,FALSE,,pagopa-psp-317,pagopa-psp-317
pagopa-psp-318,CI292_A_BCC di Buonabitacolo,,07/02/2020,A,Banca Di Credito Cooperativo Di Buonabitacolo Società Cooperativa,BCC di Buonabitacolo ,08409,92000250651,15240741007,TRUE,08409.BCC@actaliscertymail.it,dgarone@buonabitacolo.bcc.it,,FALSE,,pagopa-psp-382,pagopa-psp-382
pagopa-psp-319,CI293_A_BCC di Borghetto Lodigiano,"ICRAITRROUO,ABI08030",07/02/2020,A,Banca di Credito Cooperativo di Borghetto Lodigiano - Società Cooperativa,BCC di Borghetto Lodigiano,08030,00781330154,15240741007,TRUE,08030.bcc@actaliscertymail.it,anegri@borghettolod.bcc.it,,FALSE,,pagopa-psp-382,pagopa-psp-382
pagopa-psp-320,CI294_A_Rovigo Banca Credito Coop,,07/02/2020,A,Rovigobanca Credito Cooperativo - Soc. Coop,Rovigobanca,08986,01088920291,02529020220,TRUE,segreteria@pec.rovigobanca.it,coge@rovigobanca.it,,FALSE,ZS100U1,pagopa-psp-382,pagopa-psp-382
pagopa-psp-321,CI296_B_Credite Agricole e Friuladria,"BPPNIT2PXXX,ABI05336",07/02/2020,B,Crédit Agricole Friuladria S.p.A.,Crédit Agricole,05336,01369030935,02886650346,TRUE,segreteriagenerale.friuladria@pec.credit-agricole.it,alberto.rebecchi@credit-agricole.it,,FALSE,CHR6H5R,pagopa-psp-354,pagopa-psp-354
pagopa-psp-322,CI297_A_BCC Ravennate Forlivese e Imolese,"ICRAITRRF20,ABI08542",07/02/2020,A,"Credito Cooperativo Ravennate, Forlivese e Imolese Società Cooperativa",Credito Cooperativo Ravennate Forlivese e Imolese,08542,01445030396,15240741007,TRUE,labcc@legalmail.it,Monetica@labcc.it,,FALSE,9GHPHLV,pagopa-psp-382,pagopa-psp-382
pagopa-psp-323,CI298_A_BCC ChiantiBanca Credito Coop,"CCRTIT2TCHB,ABI08673",07/02/2020,A,ChiantiBanca - Credito Cooperativo S.C.,Chiantibanca - Credito Cooperativo,08673,01292880521,15240741007,TRUE,direzione@abi08673.legalmail.it,marcocecchetti@chiantibanca.it,,FALSE,9GHPHLV,pagopa-psp-382,pagopa-psp-382
pagopa-psp-324,CI299_A_Cassa Rurale di Rovereto,"CCRTIT2T57A,ABI08210",07/02/2020,A,Cassa Rurale di Rovereto - Banca di Credito Cooperativo - Società Cooperativa,Cassa Rurale di Rovereto,08210,00106190226,02529020220,TRUE,info@pec.cr-rovereto.net,infocoge@cr-rovereto.net,,FALSE,ZS100U1,pagopa-psp-382,pagopa-psp-382
pagopa-psp-325,CI300_A_Centromarca Banca Credito Coop di Treviso e Venezia,"ICRAITRRKT0,ABI08749",07/02/2020,A,"CentroMarca Banca - Credito Cooperativo di Treviso e Venezia, Società Cooperativa per Azioni",Centromarca Banca - Credito Cooperativo di Treviso e Venezia,08749,00176640266,15240741007,TRUE,incassi.pagamenti.centromarcabanca@pec.it,fatture@centromarcabanca.it,,FALSE,9GHPHLV,pagopa-psp-382,pagopa-psp-382
pagopa-psp-327,CI302_A_Banca Macerata,ABI03317,07/02/2020,A,Banca Macerata S.p.A.,Banca Macerata,03317,01541180434,01541180434,FALSE,bprm@legalmail.it,fabio.pezzola@bancamacerata.it,,FALSE,M5UXCR1,pagopa-psp-382,pagopa-psp-382
pagopa-psp-328,CI303_B_Igea Digital Bank,ABI05029,07/02/2020,B,Igea Digital Bank S.p.A.,Igea Digital Bank,05029,00694710583,00923361000,FALSE,igeadigitalbank@legalmail.it,paolo.vianello@idbank.it,,FALSE,IOPVBGU,pagopa-psp-328,pagopa-psp-328
pagopa-psp-331,CI306_B_SMART BANK,ABI03353,07/02/2020,B,Smart Bank S.p.A.,Smart Bank Società per Azioni,03353,05479261215,05479261215,FALSE,comunicazioni@pec.mysmartbank.it,organizzazione@mysmartbank.it,contabilita@mysmartbank.it,FALSE,,pagopa-psp-331,pagopa-psp-331
pagopa-psp-332,CI307_A_BCC di Pergola e Corinaldo,ABI08731,07/02/2020,A,Banca di Credito Cooperativo di Pergola e Corinaldo Società Cooperativa,BCC di Pergola e Corinaldo,08731,00141120410,15240741007,TRUE,bcc.pergola@legalmail.it,organizzazione@pergola.bcc.it,,FALSE,9GHPHLV,pagopa-psp-382,pagopa-psp-382
pagopa-psp-333,CI308_A_ING Bank,ABI03475,07/02/2020,A,ING Bank N.V.,Ing Bank NV,03475,11241140158,11241140158,FALSE,ing.bank@legalmail.it,giulia.salomone@ing.com,,FALSE,,pagopa-psp-333,pagopa-psp-333
pagopa-psp-334,CI309_A_Cassa Rurale ed Artigiana dell_Agro Pontino,ABI08738,07/02/2020,A,Cassa Rurale ed Artigiana dell'Agro Pontino - Banca di Credito Cooperativo - Società Cooperativa,Cassa Rurale ed Artigiana dell'Agro Pontino - BCC,08738,00076300599,15240741007,TRUE,08738.bcc.direzione@actaliscertymail.it,rinaldo.derenzi@pontinia.bcc.it,,FALSE,9GHPHLV,pagopa-psp-382,pagopa-psp-382
pagopa-psp-337,CI312_A_CheBanca,ABI03058,07/02/2020,A,CheBanca! S.p.A.,CheBanca!,03058,10359360152,10536040966,TRUE,chebanca.pec@legalmail.it,fulvio.mantovan@chebanca.it,,FALSE,,pagopa-psp-382,pagopa-psp-382
pagopa-psp-338,CI313_A_BCC di Monopoli,ABI07027,07/02/2020,A,Banca di Credito Cooperativo di Monopoli - Società Cooperativa,BCC di Monopoli,07027,04787450727,02529020220,TRUE,bccmonopoli@pec.it,agrattagliano@bccmonopoli.bcc.it,,FALSE,,pagopa-psp-382,pagopa-psp-382
pagopa-psp-340,CI315_A_Banca Agricola Popolare di Ragusa,"POPRIT3R,ABI05036",07/02/2020,A,Banca Agricola Popolare di Ragusa Società Cooperativa per Azioni,Banca Agricola Popolare di Ragusa,05036,00026870881,00026870881,TRUE,bapr@legalmail.it,marco.canzonieri@bapr.it,,FALSE,,pagopa-psp-382,pagopa-psp-382
pagopa-psp-341,CI316_A_BCC della Valle del Trigno,ABI08189,07/02/2020,A,Banca di Credito Cooperativo della Valle del Trigno - Società Cooperativa,BCC della Valle del Trigno,08189,00674390703,15240741007,TRUE,08189.bcc@actaliscertymail.it,callcenter08189@fedam.bcc.it,notarangelo@fedam.bcc.it,FALSE,9GHPHLV,pagopa-psp-382,pagopa-psp-382
pagopa-psp-342,CI317_A_BCC di Nettuno,ABI08693,07/02/2020,A,Banca di Credito Cooperativo di Nettuno Società Cooperativa,BCC di Nettuno,08693,00386990584,15240741007,TRUE,bcc.nettuno@pec.bccnettuno.it,vincenzo.colozzi@nettuno.bcc.it,,FALSE,9GHPHLV,pagopa-psp-382,pagopa-psp-382
pagopa-psp-343,CI318_A_BCC Terra di Lavoro,ABI08987,07/02/2020,A,Banca di Credito Cooperativo Terra di Lavoro - S. Vincenzo de' Paoli Società Cooperativa per Azioni,BCC Terra di Lavoro - S. Vincenzo de' Paoli,08987,00094970613,15240741007,TRUE,bccterradilavoro@cert.terradilavoro.it,organizzazione@bccterradilavoro.it,,FALSE,,pagopa-psp-343,pagopa-psp-343
pagopa-psp-345,CI320_A_BCC_Appulo_Lucana,ABI08873,07/02/2020,A,Banca di Credito Cooperativo Appulo Lucana,BCC Appulo Lucana,08873,00256810722,15240741007,TRUE,bccappulolucana@actaliscertymail.it,segreteria@bccspinazzola.bcc.it,cardillima@bccspinazzola.bcc.it,FALSE,9GHPHLV,pagopa-psp-382,pagopa-psp-382
pagopa-psp-346,CI321_A_Blu Banca Spa,ABI03441,07/02/2020,A,Blu Banca S.p.A.,Blu Banca,03441,02078470560,02078470560,TRUE,bancasviluppotuscia@legalmail.it,carlo.mancini@bplazio.it,,FALSE,IOPVBGU,pagopa-psp-382,pagopa-psp-382
pagopa-psp-347,CI322_A_Banca del Valdarno Credito Coop,ABI08811,07/02/2020,A,Banca del Valdarno - Credito Cooperativo - Società Cooperativa,Banca del Valdarno - Credito Cooperativo,08811,00135410512,15240741007,TRUE,info@bancavaldarno.legalmail.it,maxbraconi@bancavaldarno.bcc.it,,FALSE,9GHPHLV,pagopa-psp-382,pagopa-psp-382
pagopa-psp-348,CI323_A_Banca Popolare del Lazio,"BPLZIT3V,ABI05104",07/02/2020,A,Banca Popolare del Lazio Società Cooperativa,Banca Popolare del Lazio,05104,04781291002,04781291002,TRUE,dg.bplazio@legalmail.it,carlo.macini@bplazio.it,,FALSE,IOPVBGU,pagopa-psp-382,pagopa-psp-382
pagopa-psp-349,CI324_A_Banca Sistema,ABI03158,07/02/2020,A,Banca Sistema S.p.A.,Banca Sistema,03158,‭12870770158,12870770158,FALSE,bancasistema@legalmail.it,mauro.segale@bancasistema.it,,FALSE,,pagopa-psp-349,pagopa-psp-349
pagopa-psp-351,CI326_A_BANCA_SANTA_GIULIA,ABI03367,07/02/2020,A,Banca Santa Giulia S.p.A.,Banca Santa Giulia,03367,01994680179,00670100981,FALSE,bancasantagiulia@legalmail.it,organizzazione@bancasantagiulia.it,,FALSE,M5UXCR1,pagopa-psp-382,pagopa-psp-382
